ID,model,target_language_name,topic,iteration,timestamp,target_language_sentence,batch_id,custom_id,model_suffix,Clarity / Readability,Naturalness / Colloquial / Context appropriateness,Formal Correctness,Critical Error,Comments (Optional),Unnamed: 7,clarity_score,naturalness_score,correctness_score,has_critical_error,Sentence (in Target Language )
PJ-8565,gpt-5.1,Yoruba,Peace and Justice,7,2025-11-25T21:16:56.023324,Alafia ati idajo tooto ni mu ilu wa dagbasoke daradara.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Peace_and_Justice-6,gpt-5_1,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
EU-6424,gpt-5.1,Yoruba,Peace and Justice,17,2025-11-25T21:16:56.023399,Alafia ati idajo ododo ni mu ilu wa duro papọ.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Peace_and_Justice-16,gpt-5_1,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
GO-4282,gpt-5.1,Yoruba,Peace and Justice,38,2025-11-25T21:16:56.023554,Aláàfíà àti ìdájọ́ òdodo jẹ́ àpótí ayé wa láti dáabò bo gbogbo ènìyàn.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Peace_and_Justice-37,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,6,7,0,
ZE-0220,gpt-5.1,Yoruba,Peace and Justice,46,2025-11-25T21:16:56.023612,Alafia ati idajọ tọ́run jẹ́ kí awujọ wa duro lórí otito.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Peace_and_Justice-45,gpt-5_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
IC-0649,gpt-5.1,Yoruba,Peace and Justice,50,2025-11-25T21:16:56.023641,Alafia ati ododo ni o mu ki awujọ wa duro lara pọ.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Peace_and_Justice-49,gpt-5_1,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
MB-7265,gpt-5.1,Yoruba,Politics,7,2025-11-25T21:16:56.014279,Awọn oludibò n beere lọwọ gomina tuntun nipa ileri re lori eto ilera.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Politics-6,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,6,6,0,
FW-0148,gpt-5.1,Yoruba,Politics,16,2025-11-25T21:16:56.014464,Ìjọba tuntun sọ pé ìdíyelé yìí máa dojú kọ ìjẹwàpadà.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Politics-15,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
ON-0967,gpt-5.1,Yoruba,Politics,33,2025-11-25T21:16:56.014603,"Awọn oloselu n ṣe ileri pupọ, ṣugbọn awọn araalu fẹ igbese gidi.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Politics-32,gpt-5_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
HO-2500,gpt-5.1,Yoruba,Politics,38,2025-11-25T21:16:56.014643,Ṣe o gbo ọrọ oselu tuntun ti gomina Ogun sọ loni?,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Politics-37,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
SH-2195,gpt-5.1,Yoruba,Politics,50,2025-11-25T21:16:56.014746,Ṣé o gbo ìpínlẹ̀ tuntun tí gomina Ogun kede lónìí?,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Politics-49,gpt-5_1,6 - Easy to read and understand,7 - Extremely natural and colloquial (Native-speaker level),5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,7,5,0,
MX-9320,gpt-5.1,Yoruba,Poverty Eradication,15,2025-11-25T21:16:56.017348,Ìjọba gbọ́dọ̀ dá iṣẹ́ sílẹ̀ púpọ̀ láti dín ìyàwó àti ìpínjẹkù kù.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Poverty_Eradication-14,gpt-5_1,4 - Neutral / Neither easy nor difficult to read,4 - Neutral / Neither natural nor unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,4,4,4,1,
LX-0650,gpt-5.1,Yoruba,Poverty Eradication,17,2025-11-25T21:16:56.017365,Ìjọba gbọ́dọ̀ dá àtẹ́jáde tuntun sílẹ̀ láti dín ìyàwóòtítọ́ kúrò ní orílẹ̀-èdè wa.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Poverty_Eradication-16,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
MS-6158,gpt-5.1,Yoruba,Poverty Eradication,31,2025-11-25T21:16:56.017481,Ìjọba gbọ́dọ̀ dá àtúnṣe sí eto ìlera láti ran àwọn talákà lọ́wọ́.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Poverty_Eradication-30,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
QI-4523,gpt-5.1,Yoruba,Poverty Eradication,36,2025-11-25T21:16:56.017525,Ìjọba gbọ́dọ̀ dá àwọn ètò tuntun sílẹ̀ láti yọ ìyà ogún òṣì kúrò ní Yorùbáland.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Poverty_Eradication-35,gpt-5_1,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
MI-9411,gpt-5.1,Yoruba,Poverty Eradication,38,2025-11-25T21:16:56.017542,Ìjọba gbọ́dọ̀ dá àwùjọ sílẹ̀ tó máa ràn àwọn talílọ́rùn lọ́wọ́ kúrò nìyà.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Poverty_Eradication-37,gpt-5_1,3 - Somewhat difficult to read and understand,4 - Neutral / Neither natural nor unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,3,4,3,1,
XA-0208,gpt-5.1,Yoruba,Quality Education,9,2025-11-25T21:16:56.018565,Didara ẹ̀kọ́ dá lórí olùkọ́ rere àti iwe tó péye.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Quality_Education-8,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,4 - Neutral / Neither perfect nor heavily flawed (Average),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,5,5,4,1,
SM-7604,gpt-5.1,Yoruba,Quality Education,17,2025-11-25T21:16:56.018632,Ile-ẹkọ to dára yẹ kí o kọ́ wa bí a ṣe lè ronu lọ́ọkàn-rere.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Quality_Education-16,gpt-5_1,4 - Neutral / Neither easy nor difficult to read,5 - Somewhat natural,4 - Neutral / Neither perfect nor heavily flawed (Average),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,4,5,4,1,
BZ-6232,gpt-5.1,Yoruba,Quality Education,24,2025-11-25T21:16:56.018691,"Ẹkọ to dára jẹ́ kìkọ́ ọmọde láti rò jinlẹ̀, kì í ṣe ìránjẹ́ àkọsílẹ̀.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Quality_Education-23,gpt-5_1,3 - Somewhat difficult to read and understand,2 - Unnatural,2 - Heavily flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,3,2,2,1,
DL-1751,gpt-5.1,Yoruba,Quality Education,26,2025-11-25T21:16:56.018707,Didara ẹkọ jẹ kókó láti jẹ́ kí ọmọde ni ọjọ́-ọ́la tó dára.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Quality_Education-25,gpt-5_1,6 - Easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,5,5,0,
TM-7929,gpt-5.1,Yoruba,Quality Education,47,2025-11-25T21:16:56.018885,Didara ẹ̀kọ́ dá lórí olùkọ́ tó ní ìmọ̀ àti amúgbálẹ́gbẹ́ tó péye.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Quality_Education-46,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
NA-5865,gpt-5.1,Yoruba,Reducing Inequality,2,2025-11-25T21:16:56.020976,Báwo ni àjọṣepọ ìjọba àti àwùjọ ṣe lè dín àìdádúró kù ní Naijiria?,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Reducing_Inequality-1,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
HC-4342,gpt-5.1,Yoruba,Reducing Inequality,15,2025-11-25T21:16:56.021077,Ajọ wa bẹrẹ eto ikẹkọ ọfẹ lati dín aiṣedeede kuro.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Reducing_Inequality-14,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
FB-7043,gpt-5.1,Yoruba,Reducing Inequality,16,2025-11-25T21:16:56.021085,Ajọ ilu gbọdọ dinku aiyede nipa pipese eto ilera fun gbogbo eniyan.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Reducing_Inequality-15,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
CZ-0772,gpt-5.1,Yoruba,Reducing Inequality,37,2025-11-25T21:16:56.021248,Aṣa ìpín owó tó dára le dín àìdọ́gba kù ní Naijiria.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Reducing_Inequality-36,gpt-5_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,5,4,6,0,
FE-8749,gpt-5.1,Yoruba,Reducing Inequality,39,2025-11-25T21:16:56.021263,Aṣa ajọṣepọ to dáa le dín aìdọgba kúrò láàárín àwọn olùgbé Nigeria.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Reducing_Inequality-38,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,Aṣa ajọṣepọ to dáa le dín aìdọgba ku láàárín àwọn olùgbé Nigeria.,7,6,6,0,
TK-8936,gpt-5.1,Yoruba,Responsible Consumption,3,2025-11-25T21:16:56.021759,"A ra ounjẹ to yẹ nikan, ki a má ṣe na owó lasan.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Responsible_Consumption-2,gpt-5_1,3 - Somewhat difficult to read and understand,5 - Somewhat natural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,3,5,3,1,
PJ-2860,gpt-5.1,Yoruba,Responsible Consumption,16,2025-11-25T21:16:56.021860,"Ó yẹ kí a ra ohun tí a nílò nìkan, kí a má ṣe ṣòfo oúnjẹ tàbí omi.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Responsible_Consumption-15,gpt-5_1,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
CP-6787,gpt-5.1,Yoruba,Responsible Consumption,23,2025-11-25T21:16:56.021913,O yẹ ka ra ohun tí a nílò nikan lati dín ìwó-ọja kù.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Responsible_Consumption-22,gpt-5_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,5,4,6,0,
GQ-8011,gpt-5.1,Yoruba,Responsible Consumption,47,2025-11-25T21:16:56.022094,"Mo maa n ra ounjẹ ni kékèké ki n má ṣe na lọ́wọ́ ju, kí n lè jẹ oníjúmọ̀sọ̀.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Responsible_Consumption-46,gpt-5_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),No – No Critical Error (The output is a valid sentence in the target language),,,5,4,4,0,
CZ-3052,gpt-5.1,Yoruba,Responsible Consumption,49,2025-11-25T21:16:56.022109,"O yẹ ki a ra ohunkan nikan tí a nílò gangan, kì í ṣe ìràpadà ayérayé.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Responsible_Consumption-48,gpt-5_1,5 - Somewhat easy to read and understand,2 - Unnatural,1 - Very heavily flawed (Severe grammatical/spelling errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,5,2,1,1,
VS-2383,gpt-5.1,Yoruba,Safety,11,2025-11-25T21:16:56.014839,Ma ṣí ilẹ̀kùn ilé rẹ dáadáa ní alẹ́ fún ààbò.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Safety-10,gpt-5_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
LF-2377,gpt-5.1,Yoruba,Safety,15,2025-11-25T21:16:56.014874,Jọwọ maṣe kọja opopona lai wo mejeeji fun aabo.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Safety-14,gpt-5_1,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
KB-4480,gpt-5.1,Yoruba,Safety,25,2025-11-25T21:16:56.014955,Jọwọ maa wo ita méjì kí o to kọja opópónà.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Safety-24,gpt-5_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,4,5,0,
MU-3244,gpt-5.1,Yoruba,Safety,27,2025-11-25T21:16:56.014971,"Máa pa ilẹ̀ mọ́, má ṣe sáré lórí ilẹ̀ tí ó wẹ́.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Safety-26,gpt-5_1,3 - Somewhat difficult to read and understand,3 - Somewhat unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,3,3,3,1,
RV-9684,gpt-5.1,Yoruba,Safety,35,2025-11-25T21:16:56.015035,"Máa pa ilẹ̀ mọ́, kí o sì ti ilẹ̀kùn dáadáa ní alẹ́ fún ààbò.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Safety-34,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
NB-4126,gpt-5.1,Yoruba,Science and Technology,13,2025-11-25T21:16:56.015276,Ìmọ̀ sáyẹ́ǹsì àti imọ̀ ẹ̀rọ ń yí bí a ṣe ń ṣiṣẹ́ ni Nàìjíríà padà lọ́jọ́ dé ọjọ́.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Science_and_Technology-12,gpt-5_1,6 - Easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,5,5,0,
DM-5542,gpt-5.1,Yoruba,Science and Technology,17,2025-11-25T21:16:56.015311,Ìmọ̀ sáyẹ́ǹsì àti imọ̀ ẹ̀rọ ń yí ìgbésí-ayé wa ká ní gbogbo agbègbè Yorùbá.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Science_and_Technology-16,gpt-5_1,6 - Easy to read and understand,6 - Natural,7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,7,0,
OS-3399,gpt-5.1,Yoruba,Science and Technology,44,2025-11-25T21:16:56.015542,Ìmọ̀ sáyẹ́ǹsì àti imọ̀-ẹrọ ń ràn àwọn dókítà lọ́wọ́ láti ṣe ìtẹ́núwò àrùn kíákíá.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Science_and_Technology-43,gpt-5_1,6 - Easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,5,5,0,
PB-2146,gpt-5.1,Yoruba,Science and Technology,48,2025-11-25T21:16:56.015577,Ìmọ̀ sáyẹ́ǹsì àti imọ̀ ẹrọ ń rọ́pò ìṣe ọwọ́ ní ọ̀pọ̀ ilé iṣẹ́ ní Ìbàdàn.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Science_and_Technology-47,gpt-5_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
CX-6904,gpt-5.1,Yoruba,Science and Technology,49,2025-11-25T21:16:56.015585,Imọ́ sáyẹ́ǹsì ati imọ-ẹrọ ń yí ilé-iṣẹ́ ogbin káàkiri ilẹ̀ Yorùbá padà.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Science_and_Technology-48,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
PV-6102,gpt-5.1,Yoruba,Sports,3,2025-11-25T21:16:56.015617,Awon omode n sere football lori papa ile-iwe loni.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sports-2,gpt-5_1,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
TN-5441,gpt-5.1,Yoruba,Sports,16,2025-11-25T21:16:56.015721,Awon omokunrin n sere bọọlu lori pápá ilé-iwe loni.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sports-15,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
SX-0437,gpt-5.1,Yoruba,Sports,36,2025-11-25T21:16:56.015882,Ṣe iwọ yoo lọ wo bọọlu ni Stadium Agege loni?,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sports-35,gpt-5_1,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
OB-2967,gpt-5.1,Yoruba,Sports,47,2025-11-25T21:16:56.015971,Mo fẹ́ràn láti wo bọ́ọ̀lù nípàtà ìlú pẹ̀lú àwọn ọ̀rẹ́ mi.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sports-46,gpt-5_1,6 - Easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,6,5,0,
BK-0356,gpt-5.1,Yoruba,Sports,50,2025-11-25T21:16:56.015995,Awọn ọmọde nṣeré bọọlu lórí pápá kékeré lójú ọsan.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sports-49,gpt-5_1,6 - Easy to read and understand,3 - Somewhat unnatural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,6,3,5,0,
YF-3724,gpt-5.1,Yoruba,Sustainable Cities,4,2025-11-25T21:16:56.021378,Ìjọba ìlú yẹ kí ó gbé ọkọ ayíká dáadáa kalẹ́ láti dín ìdòtí kù.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sustainable_Cities-3,gpt-5_1,3 - Somewhat difficult to read and understand,3 - Somewhat unnatural,3 - Somewhat flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,Ojẹ́ kí íjọ́ba sé ètò íṣakósó àyííká tí o dárá látí díkú ídọ̀tí.,3,3,3,1,
MV-4560,gpt-5.1,Yoruba,Sustainable Cities,6,2025-11-25T21:16:56.021393,Ìlú alágbero ń lo ọkọ ayọ́kẹ́lẹ́ iṣẹ́pọ̀ dín ìdòtì ku.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sustainable_Cities-5,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
JR-5119,gpt-5.1,Yoruba,Sustainable Cities,14,2025-11-25T21:16:56.021455,"Ìlú alágbero gbọdọ ní ọkọ òfurufú àwùjọ tó dín eefi ku, ká sì tún ilé ìbùdó ayélujára ṣe pẹ̀lú agbára oorun.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sustainable_Cities-13,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,6,6,0,
SB-6563,gpt-5.1,Yoruba,Sustainable Cities,16,2025-11-25T21:16:56.021471,"Ìjọba ìlú ń gbìmọ̀ láti dín egbin kù, kí ilú le dúróṣinṣin.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sustainable_Cities-15,gpt-5_1,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
FF-6791,gpt-5.1,Yoruba,Sustainable Cities,41,2025-11-25T21:16:56.021666,Ìlú alágbedemeji yẹ kí ó ní ọkọ ayọ́kẹ́lẹ́ àkọ́dá tí kì í ṣe olójòóró ayíká.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Sustainable_Cities-40,gpt-5_1,4 - Neutral / Neither easy nor difficult to read,4 - Neutral / Neither natural nor unnatural,5 - Somewhat correct (Minor errors),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,4,4,5,1,
YD-1785,gpt-5.1,Yoruba,Terrestrial Ecosystems Life on Land,1,2025-11-25T21:16:56.022889,"Igbo ilẹ̀ wa kun fún igbo, pápá koríko àti aginju ayé.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Terrestrial_Ecosystems_Life_on_Land-0,gpt-5_1,2 - Difficult to read and understand,2 - Unnatural,2 - Heavily flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,"Gbógbó ílẹ̀ wá kún fún ígbó, ílẹ̀ kóríkó atí áṣálẹ́.",2,2,2,1,
DF-5927,gpt-5.1,Yoruba,Terrestrial Ecosystems Life on Land,4,2025-11-25T21:16:56.022912,Ile igbo ni agbegbe pataki fun igbesi aye lori ilẹ ni Naijiria.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Terrestrial_Ecosystems_Life_on_Land-3,gpt-5_1,5 - Somewhat easy to read and understand,2 - Unnatural,2 - Heavily flawed,"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,5,2,2,1,
FZ-9169,gpt-5.1,Yoruba,Terrestrial Ecosystems Life on Land,11,2025-11-25T21:16:56.022966,Igboho ati Ijebu ni awọn agbegbe ilẹ alawọ ewe to kun fun igbesi aye orisirisi.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Terrestrial_Ecosystems_Life_on_Land-10,gpt-5_1,6 - Easy to read and understand,5 - Somewhat natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,5,6,0,
JE-2292,gpt-5.1,Yoruba,Terrestrial Ecosystems Life on Land,27,2025-11-25T21:16:56.023092,"Ile aye wa kun fun igbo, aginju ati koriko ti ẹda ngbe.",batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Terrestrial_Ecosystems_Life_on_Land-26,gpt-5_1,5 - Somewhat easy to read and understand,6 - Natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,6,5,0,
LH-8418,gpt-5.1,Yoruba,Terrestrial Ecosystems Life on Land,40,2025-11-25T21:16:56.023194,Igbo ilẹ̀ àti igbo pẹtẹlẹ ń dá ọpọlọpọ ajọra àìmọye ẹranko sí.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Terrestrial_Ecosystems_Life_on_Land-39,gpt-5_1,4 - Neutral / Neither easy nor difficult to read,4 - Neutral / Neither natural nor unnatural,3 - Somewhat flawed,No – No Critical Error (The output is a valid sentence in the target language),,,4,4,3,0,
OK-7617,gpt-5.1,Yoruba,Tourism,6,2025-11-25T21:16:56.016044,Àwọn arìnàjò máa ń wá sí Ìbàdàn láti ṣàbẹwò Mapo Hall.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Tourism-5,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,7,7,6,0,
ML-7224,gpt-5.1,Yoruba,Tourism,21,2025-11-25T21:16:56.016170,Ṣé o ti gbero irin-àjò lọ sí Erin-Ijesa ni ọdún yii?,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Tourism-20,gpt-5_1,7 - Extremely easy to read and understand (Perfectly clear),7 - Extremely natural and colloquial (Native-speaker level),7 - Extremely correct (Academically perfect),No – No Critical Error (The output is a valid sentence in the target language),,,7,7,7,0,
LQ-8366,gpt-5.1,Yoruba,Tourism,43,2025-11-25T21:16:56.016348,Ọmọ ilẹ oyinbo kan n ya fọto ní orisun omi Erin-Ijesa loni.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Tourism-42,gpt-5_1,6 - Easy to read and understand,6 - Natural,6 - Formally correct,No – No Critical Error (The output is a valid sentence in the target language),,,6,6,6,0,
AP-9833,gpt-5.1,Yoruba,Tourism,44,2025-11-25T21:16:56.016356,Ṣe o ti lọ sí Erin-Ijesha lati wo ìsàn omi rẹ lẹ́wà?,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Tourism-43,gpt-5_1,5 - Somewhat easy to read and understand,4 - Neutral / Neither natural nor unnatural,4 - Neutral / Neither perfect nor heavily flawed (Average),"Yes – Critical Error Present (The output is nonsense, gibberish or in the wrong language)",,,5,4,4,1,
VJ-0833,gpt-5.1,Yoruba,Tourism,48,2025-11-25T21:16:56.016388,Awọn arinrin-ajo maa n bẹwo Idanre Hills lati wo itọsi ilẹ.,batch_6924d29f3d80819099d62f3f2cae977e,Yoruba-Tourism-47,gpt-5_1,5 - Somewhat easy to read and understand,5 - Somewhat natural,5 - Somewhat correct (Minor errors),No – No Critical Error (The output is a valid sentence in the target language),,,5,5,5,0,
